-99.3998991911 101.794597495
-99.3998991911 101.794597495
-99.3998991911 101.794597495
-98.4487541866 102.884800356
-98.4487541866 102.884800356
-98.4487541866 102.884800356
-97.3676378633 100.999590446
-96.3423856854 102.043868505
-96.2841962821 102.994095966
-96.2841962821 102.994095966
-95.5722391609 102.51542984
-95.5722391609 102.51542984
-93.7783861165 101.129925331
-93.7783861165 101.129925331
-93.5870978696 102.818905775
-93.4570700602 101.545570792
-93.1328709186 101.166577583
-93.1328709186 101.166577583
-93.1328709186 101.166577583
-92.151134395 101.686506106
-91.5436321508 100.006576967
-90.2842103149 99.0155572553
-89.2488604924 99.8787635984
-89.2488604924 99.8787635984
-89.2488604924 99.8787635984
-89.2488604924 99.8787635984
-89.2488604924 99.8787635984
-89.2488604924 99.8787635984
-88.4634046531 99.9245945651
-87.9540835783 100.684690187
-87.9540835783 100.684690187
-87.9540835783 100.684690187
-85.536766362 101.235578077
-84.6356606728 104.30987028
-84.6356606728 104.30987028
-84.6356606728 104.30987028
-84.6356606728 104.30987028
-84.6356606728 104.30987028
-84.6356606728 104.30987028
-84.6356606728 104.30987028
-83.6324350187 102.910290485
-82.2254991039 103.149654181
-81.2820095928 103.143374783
-81.2820095928 103.143374783
-80.5710614521 103.260991525
-79.8305946797 104.978226577
-78.1574417911 104.80165189
-77.8436540648 104.62775189
-77.139978864 104.390331771
-76.6739939177 105.395158565
-76.6739939177 105.395158565
-74.1590961822 104.997735073
-74.0153304857 105.466921714
-74.0153304857 105.466921714
-73.2697622014 105.73767013
-72.6856223628 105.662387144
-72.3008068947 104.562327065
-72.3008068947 104.562327065
-71.4889007369 103.916280468
-71.0670626901 105.688685731
-71.0670626901 105.688685731
-71.0670626901 105.688685731
-70.7327074714 106.631622847
-70.7327074714 106.631622847
-70.7327074714 106.631622847
-69.8366995599 107.026721802
-69.6833680738 106.669975919
-69.4239563781 107.053114077
-68.3283509485 108.251515919
-66.6833893656 108.368160078
-66.7038418093 108.059434753
-66.7038418093 108.059434753
-66.7038418093 108.059434753
-66.2758994861 108.57054857
-66.2758994861 108.57054857
-66.2758994861 108.57054857
-66.2758994861 108.57054857
-66.2758994861 108.57054857
-66.2758994861 108.57054857
-65.6142481511 108.391494371
-65.3911630477 109.772368967
-64.9673003985 110.313409904
-64.2953080224 110.514173304
-63.4449320663 110.483221584
-62.8660820236 110.457436909
-62.8660820236 110.457436909
-62.8660820236 110.457436909
-62.8660820236 110.457436909
-62.6741177618 108.907896661
-62.6741177618 108.907896661
-62.6741177618 108.907896661
-62.6741177618 108.907896661
-62.6741177618 108.907896661
-62.6741177618 108.907896661
-61.2671985543 109.296306917
-60.4885740243 109.12582229
-60.4885740243 109.12582229
-60.0073440399 108.957385339
-60.0073440399 108.957385339
-59.5037042399 108.899320111
-58.4856553231 109.209006323
-58.4856553231 109.209006323
-58.4856553231 109.209006323
-58.5451938308 108.02205823
-58.5451938308 108.02205823
-58.5451938308 108.02205823
-58.3355929304 108.410654994
-58.3355929304 108.410654994
-58.3355929304 108.410654994
-58.3355929304 108.410654994
-58.3355929304 108.410654994
-56.5121096837 108.294137166
-56.5121096837 108.294137166
-56.5121096837 108.294137166
-55.7669796346 108.139020006
-55.7669796346 108.139020006
-54.8849584229 106.002862585
-54.8849584229 106.002862585
-54.6010156611 107.28327572
-54.2374119107 107.757327453
-54.2374119107 107.757327453
-53.8612181414 108.030766928
-53.8612181414 108.030766928
-53.8612181414 108.030766928
-53.3498737377 109.110759211
-52.948778601 110.494520676
-52.5471196859 109.739526165
-52.457129928 107.840690742
-52.457129928 107.840690742
-52.457129928 107.840690742
-51.6635940933 105.699145864
-51.6635940933 105.699145864
-51.3516571115 104.799073573
-50.8837124633 104.426759158
-50.2379366441 103.615330641
-50.2379366441 103.615330641
-49.9443014721 103.390816701
-49.4555770418 101.78155059
-49.4555770418 101.78155059
-49.2718365501 102.066448386
-49.2718365501 102.066448386
-46.7799037666 102.207311766
-46.675665464 103.023801024
-46.675665464 103.023801024
-46.675665464 103.023801024
-46.675665464 103.023801024
-46.675665464 103.023801024
-46.675665464 103.023801024
-46.1666745516 105.123053864
-45.786975397 104.795196723
-45.1564176188 104.058285721
-44.8025809245 103.275021731
-43.570890624 102.775145512
-41.9514674104 101.95061726
-41.6393935219 102.096279117
-41.6393935219 102.096279117
-41.6393935219 102.096279117
-41.392490759 101.79410103
-41.392490759 101.79410103
-41.0482375581 102.153736258
-40.1586198385 102.600518894
-40.1586198385 102.600518894
-40.1586198385 102.600518894
-39.1137185465 102.404110782
-39.1137185465 102.404110782
-38.2090664246 101.905410109
-38.0016023831 101.701763072
-36.4912521663 101.957999072
-36.4912521663 101.957999072
-36.4912521663 101.957999072
-36.2272865655 103.36835072
-34.9364611138 105.286655158
-34.9364611138 105.286655158
-33.6745806831 105.908480395
-32.2200613624 106.777706393
-30.8858627858 106.694504991
-30.8858627858 106.694504991
-30.6713713555 106.200749846
-30.1984952457 105.80035987
-30.1984952457 105.80035987
-30.1984952457 105.80035987
-28.8910933196 105.767897043
-28.0731797535 105.977943112
-28.0731797535 105.977943112
-27.9469224425 106.572191138
-27.6206037723 105.988970492
-26.4502572925 105.573163848
-24.5720904874 105.229245361
-24.5720904874 105.229245361
-24.5720904874 105.229245361
-24.5720904874 105.229245361
-24.5720904874 105.229245361
-24.5720904874 105.229245361
-23.9594885233 105.812144269
-23.1486612997 106.453530934
-23.1486612997 106.453530934
-23.1688071143 106.160012816
-23.1688071143 106.160012816
-23.1688071143 106.160012816
-22.0063719132 104.553824941
-22.0063719132 104.553824941
-22.0063719132 104.553824941
-21.1201309577 105.828143043
-20.4434043458 106.319766942
-19.7651155446 108.021790432
-19.1102855073 108.879244451
-17.3840184157 110.249876465
-17.3840184157 110.249876465
